Q_ID,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol
06_1541,6.2,0.52,0.08,4.4,0.071,11,32,0.99646,3.56,0.63,11.6
07_1542,7.4,0.25,0.29,2.2,0.054,19,49,0.99666,3.4,0.76,10.9
06_1543,6.7,0.855,0.02,1.9,0.064,29,38,0.99472,3.3,0.56,10.75
06_1544,11.1,0.44,0.42,2.2,0.064,14,19,0.99758,3.25,0.57,10.4
07_1545,8.4,0.37,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2
06_1546,6.5,0.63,0.33,1.8,0.059,16,28,0.99531,3.36,0.64,10.1
05_1547,7,0.57,0.02,2,0.072,17,26,0.99575,3.36,0.61,10.2
05_1548,6.3,0.6,0.1,1.6,0.048,12,26,0.99306,3.55,0.51,12.1
05_1549,11.2,0.4,0.5,2,0.099,19,50,0.99783,3.1,0.58,10.4
08_1550,7.4,0.36,0.3,1.8,0.074,17,24,0.99419,3.24,0.7,11.4
05_1551,7.1,0.68,0,2.3,0.087,17,26,0.99783,3.45,0.53,9.5
05_1552,7.1,0.67,0,2.3,0.083,18,27,0.99768,3.44,0.54,9.4
06_1553,6.3,0.68,0.01,3.7,0.103,32,54,0.99586,3.51,0.66,11.3
05_1554,7.3,0.735,0,2.2,0.08,18,28,0.99765,3.41,0.6,9.4
06_1555,6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11
07_1556,7,0.56,0.17,1.7,0.065,15,24,0.99514,3.44,0.68,10.55
05_1557,6.6,0.88,0.04,2.2,0.066,12,20,0.99636,3.53,0.56,9.9
06_1558,6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11
05_1559,6.9,0.63,0.33,6.7,0.235,66,115,0.99787,3.22,0.56,9.5
05_1560,7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9
05_1561,7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9
05_1562,7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9
05_1563,7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1
05_1564,7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1
05_1565,7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1
06_1566,6.7,0.67,0.02,1.9,0.061,26,42,0.99489,3.39,0.82,10.9
06_1567,6.7,0.16,0.64,2.1,0.059,24,52,0.99494,3.34,0.71,11.2
05_1568,7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1
05_1569,7,0.56,0.13,1.6,0.077,25,42,0.99629,3.34,0.59,9.2
06_1570,6.2,0.51,0.14,1.9,0.056,15,34,0.99396,3.48,0.57,11.5
06_1571,6.4,0.36,0.53,2.2,0.23,19,35,0.9934,3.37,0.93,12.4
06_1572,6.4,0.38,0.14,2.2,0.038,15,25,0.99514,3.44,0.65,11.1
05_1573,7.3,0.69,0.32,2.2,0.069,35,104,0.99632,3.33,0.51,9.5
06_1574,6,0.58,0.2,2.4,0.075,15,50,0.99467,3.58,0.67,12.5
06_1575,5.6,0.31,0.78,13.9,0.074,23,92,0.99677,3.39,0.48,10.5
06_1576,7.5,0.52,0.4,2.2,0.06,12,20,0.99474,3.26,0.64,11.8
06_1577,8,0.3,0.63,1.6,0.081,16,29,0.99588,3.3,0.78,10.8
06_1578,6.2,0.7,0.15,5.1,0.076,13,27,0.99622,3.54,0.6,11.9
06_1579,6.8,0.67,0.15,1.8,0.118,13,20,0.9954,3.42,0.67,11.3
05_1580,6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3
06_1581,7.4,0.35,0.33,2.4,0.068,9,26,0.9947,3.36,0.6,11.9
05_1582,6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3
05_1583,6.1,0.715,0.1,2.6,0.053,13,27,0.99362,3.57,0.5,11.9
05_1584,6.2,0.46,0.29,2.1,0.074,32,98,0.99578,3.33,0.62,9.8
07_1585,6.7,0.32,0.44,2.4,0.061,24,34,0.99484,3.29,0.8,11.6
06_1586,7.2,0.39,0.44,2.6,0.066,22,48,0.99494,3.3,0.84,11.5
06_1587,7.5,0.31,0.41,2.4,0.065,34,60,0.99492,3.34,0.85,11.4
06_1588,5.8,0.61,0.11,1.8,0.066,18,28,0.99483,3.55,0.66,10.9
06_1589,7.2,0.66,0.33,2.5,0.068,34,102,0.99414,3.27,0.78,12.8
05_1590,6.6,0.725,0.2,7.8,0.073,29,79,0.9977,3.29,0.54,9.2
06_1591,6.3,0.55,0.15,1.8,0.077,26,35,0.99314,3.32,0.82,11.6
06_1592,5.4,0.74,0.09,1.7,0.089,16,26,0.99402,3.67,0.56,11.6
06_1593,6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11
06_1594,6.8,0.62,0.08,1.9,0.068,28,38,0.99651,3.42,0.82,9.5
05_1595,6.2,0.6,0.08,2,0.09,32,44,0.9949,3.45,0.58,10.5
06_1596,5.9,0.55,0.1,2.2,0.062,39,51,0.99512,3.52,0.76,11.2
06_1597,6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11
05_1598,5.9,0.645,0.12,2,0.075,32,44,0.99547,3.57,0.71,10.2
06_1599,6,0.31,0.47,3.6,0.067,18,42,0.99549,3.39,0.66,11
